ResponseID,StartDate,EndDate,age,gender,education,status,state,municipality,purchase_date,quality,bad_quantity,bad_value,good_quantity,good_value,relationship,experience,frequency,average_amount
R_2AGMCr7vV18zv7G,22/03/19 01:07,22/03/19 01:13,20,Men,Middle school,Middle class,Ciudad de México,Iztapalapa 09007,21-mar-19,Bad,9.0,35.0,,,Stranger,17.0,5.0,10.0
R_2AGag9CUYwthMnW,27/03/19 20:50,27/03/19 20:51,25,Men,Bachelor,Middle class,Chihuahua,Hidalgo del Parral 08032,,,,,,,,,,
R_2AHk5DkTOgZIacG,21/03/19 18:58,21/03/19 19:00,34,,,,,,,,,,,,,,,
R_2AM9WTeOQahS9Wx,28/03/19 07:31,28/03/19 07:35,24,Men,High school,Middle class,Campeche,Campeche 04002,27-mar-19,Good,,,2.0,100.0,Friend,22.0,7.0,6.0
R_2AMRxh0dFtn9suy,01/07/19 13:26,01/07/19 13:36,41,Men,High school,Middle class,Durango,Durango 10005,29-jun-19,Good,,,10.0,350.0,Acquaintance,18.0,30.0,20.0
R_2ANofdzhi106U1z,29/08/19 16:57,29/08/19 23:32,18,Men,High school,Upper middle class,Durango,Durango 10005,23aug2019,Good,,,14.0,1800.0,Stranger,17.0,15.0,14.0
R_2ARafHQ8pUPkW2b,22/03/19 03:21,22/03/19 03:22,18,Men,Middle school,Middle class,,,,,,,,,,,,
R_2ARrLpQagpfCoPL,27/02/19 22:37,27/02/19 22:41,28,Men,Bachelor,Middle class,Quintana Roo,Benito Juárez 23005,23-feb-19,Good,,,13.0,900.0,Acquaintance,22.0,10.0,13.0
R_2AS9rPcOUBouqEH,20/04/19 00:06,20/04/19 00:13,21,Other,High school,Middle class,México,Naucalpan de Juárez 15057,09apr2019,Bad,2.5,50.0,,,Stranger,16.0,15.0,1.5
R_2AT21gTWSSnMAP0,28/06/19 19:04,28/06/19 19:06,24,Men,Bachelor,Middle class,Baja California,Mexicali 02002,28-jun-19,Bad,28.0,250.0,,,Stranger,17.0,15.0,10.0
R_2AWLC6pZvFTxlBa,20/02/19 00:47,20/02/19 00:50,23,Men,High school,Upper middle class,Ciudad de México,Benito Juárez 09014,01-feb-19,Good,,,15.0,800.0,Acquaintance,22.0,60.0,15.0
R_2AXPu4yxazm8ejN,21/03/19 18:35,21/03/19 18:37,18,Men,High school,Upper middle class,Ciudad de México,La Magdalena Contreras 09008,21-mar-19,Good,,,10.0,50.0,Acquaintance,14.0,7.0,10.0
R_2AXew0KQeVXhOxz,22/03/19 06:06,22/03/19 06:08,18,Men,High school,Middle class,Ciudad de México,Tlalpan 09012,,,,,,,,,,
R_2AY9C4EeSvO6DBS,26/02/19 13:44,26/02/19 13:48,22,Men,Bachelor,Middle class,Ciudad de México,Xochimilco 09013,01-feb-19,Good,,,28.0,300.0,Friend,20.0,15.0,28.0
R_2AYbbv64Ml54LQh,19/02/19 20:00,19/02/19 20:05,32,Women,Graduate,Lower middle class,Ciudad de México,Benito Juárez 09014,08-nov-18,Good,,,24.0,800.0,Acquaintance,24.0,365.0,24.0
R_2AYk3GXZj8DiAyx,20/02/19 00:56,20/02/19 00:59,20,Women,High school,Middle class,Sinaloa,Culiacán 25006,09-feb-19,Good,,,8.0,50.0,Acquaintance,19.0,30.0,
R_2AZ1YNHOaqa0oaj,12/04/19 07:36,12/04/19 07:40,37,Men,Middle school,Lower middle class,Yucatán,Mérida 31050,07apr2019,Bad,28.0,1000.0,,,Stranger,19.0,7.0,28.0
R_2AZPPkGaqYh86SO,01/07/19 21:34,01/07/19 21:36,22,Men,Bachelor,Middle class,Puebla,Puebla 21114,30-jun-19,Good,,,2.0,160.0,Acquaintance,16.0,30.0,4.0
R_2B3urxqXRPNKAkO,19/02/19 18:21,19/02/19 18:23,25,Men,High school,Middle class,Ciudad de México,Cuauhtémoc 09015,11-feb-19,Bad,,,,,,,,
R_2B4MKtqS4ehyRoK,26/08/19 19:57,26/08/19 20:02,22,Men,High school,Middle class,Ciudad de México,Azcapotzalco 09002,22aug2019,Bad,28.0,400.0,,,Acquaintance,14.0,14.0,28.0
R_2B4gTLbdmYwIDen,24/03/19 00:29,24/03/19 00:32,21,Men,High school,Middle class,Zacatecas,Nochistlán de Mejía 32034,13-mar-19,Bad,4.0,60.0,,,Stranger,17.0,15.0,5.0
R_2B5L3D9a3z9t8HN,19/02/19 17:52,19/02/19 18:09,24,Men,High school,Upper middle class,Nuevo León,Monterrey 19039,10-feb-19,Good,,,5.0,250.0,Stranger,18.0,5.0,5.0
R_2B5xq9XnVWf8eJT,30/08/19 19:56,30/08/19 20:02,32,Women,Bachelor,Upper middle class,Jalisco,Guadalajara 14039,23aug2019,Good,,,28.0,2300.0,Acquaintance,23.0,15.0,14.0
R_2B8tnRs5tEK2qxn,26/02/19 14:25,26/02/19 14:27,21,Men,Bachelor,Middle class,Ciudad de México,Iztapalapa 09007,15-sep-18,Bad,5.0,50.0,,,Acquaintance,20.0,90.0,5.0
R_2BbAFWA4mKzr4Dp,25/03/19 12:16,25/03/19 12:21,20,Men,High school,Lower middle class,Puebla,Puebla 21114,15dec2018,Good,,,1.0,300.0,Acquaintance,16.0,120.0,1.0
R_2BbPnOH6YjvPN6f,20/02/19 12:45,20/02/19 12:52,28,Women,Bachelor,Lower middle class,Guanajuato,Celaya 11007,18-feb-19,Good,,,130.0,2500.0,Acquaintance,19.0,20.0,130.0
R_2BeS3mJouLEVkx0,30/08/19 16:32,30/08/19 16:36,23,Men,Bachelor,Middle class,Puebla,Tehuacán 21156,28aug2019,Bad,10.0,100.0,,,Stranger,15.0,15.0,15.0
R_2BfZ5ANygl22pFL,12/04/19 12:48,12/04/19 12:50,30,Men,Bachelor,Middle class,,,,,,,,,,,,
R_2Bfaw7py1Ts73Br,19/02/19 18:12,19/02/19 18:21,28,Men,High school,Middle class,Puebla,Atlixco 21019,19-feb-19,Bad,,150.0,,,Acquaintance,16.0,30.0,30.0
R_2Bh4kCiHBAJPTgA,01/07/19 18:15,01/07/19 18:18,24,Men,Bachelor,Upper middle class,Baja California,Mexicali 02002,,,,,,,,,,
R_2BhXObYR6DUfNa0,21/03/19 18:41,21/03/19 18:44,25,Men,Bachelor,Middle class,Tabasco,Centro 27004,01-mar-19,Good,,,14.0,500.0,Friend,19.0,60.0,14.0
R_2Bl0I0byb9PT5x4,20/02/19 02:10,20/02/19 02:17,26,Men,High school,Lower middle class,México,Ecatepec de Morelos 15033,,Bad,10.0,50.0,,,Stranger,20.0,5.0,10.0
R_2BlIpGgPsq7yegs,19/02/19 17:58,19/02/19 18:01,24,Men,Bachelor,Middle class,Sonora,Hermosillo 26030,16-feb-19,Bad,,,,,,,,
R_2BnCMYbFxIPNSS0,23/03/19 13:55,23/03/19 13:57,25,Men,High school,Middle class,Yucatán,Mérida 31050,22-mar-19,Bad,10.0,200.0,,,Acquaintance,21.0,2.0,10.0
R_2BnWocfsi1C2hkg,04/07/19 18:06,04/07/19 18:09,23,Men,Bachelor,Middle class,Jalisco,Zapopan 14120,,Good,,,1.0,100.0,Acquaintance,14.0,2.0,5.0
R_2Bnc9zwpsOI6AGe,02/07/19 12:14,02/07/19 12:18,18,Men,High school,Lower class,San Luis Potosí,San Luis Potosí 24028,01-jul-19,Bad,16.0,100.0,,,Stranger,14.0,20.0,28.0
R_2BrgGAwQkS0Dbs9,21/03/19 19:11,21/03/19 19:14,21,Men,Bachelor,Upper middle class,Jalisco,Zapopan 14120,14-mar-19,Good,,,28.35,700.0,Stranger,17.0,90.0,28.35
R_2BroZqvBajlUNC6,22/03/19 18:14,22/03/19 18:17,20,Men,High school,Lower middle class,Chihuahua,Juárez 08037,16-mar-19,Good,,,17.0,100.0,Acquaintance,15.0,7.0,20.0
R_2BrqOdBWZR8RLaH,20/02/19 12:20,20/02/19 12:22,33,Men,Graduate,Middle class,Sinaloa,Ahome 25001,15-feb-19,Good,,,2.0,200.0,Acquaintance,30.0,30.0,2.0
R_2BtICi2EppB6U3e,26/08/19 20:09,26/08/19 20:12,19,Men,High school,Middle class,Nuevo León,Guadalupe 19026,15aug2019,Good,,,16.0,100.0,Friend,14.0,2.0,10.0
R_2BxiDpWJtBh4ACg,02/07/19 14:17,02/07/19 14:22,21,Women,High school,Upper middle class,México,Tecámac 15081,,Good,,,2.0,100.0,Acquaintance,14.0,15.0,2.0
R_2ByBwKOVpQdF4K1,19/02/19 18:48,19/02/19 19:14,45,Men,Graduate,Upper middle class,Tamaulipas,Nuevo Laredo 28027,18-feb-19,Bad,1.0,70.0,,,Stranger,17.0,3.0,2.0
R_2BycKvlzwreL4DF,30/08/19 21:45,30/08/19 21:54,52,Women,Bachelor,Middle class,Nayarit,Tepic 18017,,,,,,,,,,
R_2BzH7fMWirWMwPS,21/03/19 18:48,21/03/19 18:50,30,Men,Bachelor,Upper middle class,Nuevo León,Monterrey 19039,15-mar-19,Bad,16.0,600.0,,,Acquaintance,18.0,7.0,16.0
R_2BzysAJjZoBCj5r,27/08/19 23:40,27/08/19 23:45,24,Men,Bachelor,Middle class,Tabasco,Comalcalco 27005,27aug2019,Good,,,5.0,80.0,Acquaintance,17.0,14.0,15.0
R_2CB6AeeZFFcb389,22/03/19 16:46,22/03/19 16:48,26,Men,Bachelor,Lower middle class,Aguascalientes,Aguascalientes 01001,17-mar-19,Good,,,5.0,100.0,Stranger,14.0,7.0,5.0
R_2CB6GZPhDOQCEXA,28/03/19 00:02,28/03/19 00:08,23,Men,High school,Middle class,Tabasco,Centro 27004,,Good,,,2.0,20.0,Stranger,,15.0,4.0
R_2CBNeVfzkJENN5P,21/02/19 10:18,21/02/19 10:21,34,Men,Graduate,Upper middle class,Nuevo León,San Pedro Garza García 19019,18-feb-19,Good,,,24.0,3200.0,Acquaintance,17.0,24.0,24.0
R_2CCjxplnbStX4Vz,20/02/19 11:47,20/02/19 11:52,21,Men,High school,Lower middle class,Ciudad de México,Cuauhtémoc 09015,10-feb-19,Good,,,48.0,200.0,Acquaintance,16.0,8.0,70.0
R_2CHNPTlhUbGJjTw,23/03/19 17:13,23/03/19 17:18,27,Women,Middle school,Middle class,Quintana Roo,Benito Juárez 23005,21-mar-19,Bad,4.0,100.0,,,Acquaintance,14.0,4.0,5.0
R_2CIZji4RuAZcRYk,30/06/19 15:58,30/06/19 15:59,29,Men,Bachelor,Lower middle class,Ciudad de México,Venustiano Carranza 09017,,,,,,,,,,
R_2CIyH7cimOQ6XGG,19/02/19 16:25,19/02/19 16:31,23,Men,Bachelor,Lower middle class,Puebla,Puebla 21114,12-sep-18,Bad,1000.0,2300.0,,,Acquaintance,21.0,30.0,28.0
R_2CJ0B19frmKaVXy,01/07/19 17:44,01/07/19 17:50,35,Men,Bachelor,Middle class,Ciudad de México,Álvaro Obregón 09010,21-jun-19,Good,,,25.0,350.0,Friend,16.0,15.0,25.0
R_2CJUc96KDHSX5g4,14/05/19 17:15,14/05/19 17:36,29,,,,,,,,,,,,,,,
R_2CK7uSUYQLtkty1,26/08/19 23:57,27/08/19 00:00,21,Women,Bachelor,Middle class,Colima,Manzanillo 06007,25aug2019,Bad,12.0,100.0,,,Acquaintance,19.0,30.0,10.0
R_2CKzCQYspN2onun,27/03/19 23:31,27/03/19 23:35,18,Other,High school,Middle class,Veracruz,Jalcomulco 30088,21-mar-19,Good,,,13.0,100.0,Stranger,16.0,30.0,15.0
R_2CNUPIdzJiescJJ,19/02/19 17:45,19/02/19 17:59,29,Men,High school,Middle class,Ciudad de México,Azcapotzalco 09002,06-feb-19,Good,,,,,,,,
R_2COHMXmUVRpOwol,20/02/19 08:54,20/02/19 08:56,28,Men,Graduate,Upper middle class,Ciudad de México,Cuauhtémoc 09015,01-feb-19,Good,,,5.0,600.0,Stranger,20.0,30.0,5.0
R_2COZ7rDh9Zmwy49,30/08/19 10:32,30/08/19 10:36,25,Men,Bachelor,Middle class,Puebla,Puebla 21114,27aug2019,Good,,,12.5,550.0,Stranger,20.0,30.0,12.5
R_2COrdOIOc7qWVWJ,19/02/19 15:12,19/02/19 15:16,36,Women,Graduate,Upper middle class,Ciudad de México,Coyoacán 09003,12-feb-19,Good,,,14.0,1200.0,Stranger,12.0,40.0,14.0
R_2CP0hM4gvYL39Bl,21/03/19 21:13,21/03/19 21:16,30,Women,Graduate,Middle class,Ciudad de México,Miguel Hidalgo 09016,16-mar-19,Good,,,28.0,500.0,Friend,,,
R_2CPLo0LOPq6uiYk,28/03/19 10:43,28/03/19 10:46,33,Men,Graduate,Upper class,Ciudad de México,La Magdalena Contreras 09008,01-feb-19,Good,,,26.0,1500.0,Friend,30.0,60.0,26.0
R_2CPrmBgDaycNDIA,21/02/19 23:49,21/02/19 23:52,24,Men,Bachelor,Upper middle class,Ciudad de México,Benito Juárez 09014,20-feb-19,Good,,,4.0,320.0,Stranger,20.0,15.0,5.0
R_2CQhWQippoG52T0,20/02/19 09:50,20/02/19 09:51,31,Men,Bachelor,Middle class,México,Cuautitlán Izcalli 15121,,,,,,,,,,
R_2CTAvKHyTJWfbf8,26/02/19 15:10,26/02/19 15:13,21,Men,High school,Middle class,Querétaro,Querétaro 22014,05-feb-19,Bad,30.0,250.0,,,Acquaintance,19.0,30.0,30.0
R_2CTDN2G2rGh4Jq1,19/02/19 17:23,19/02/19 17:28,26,Men,High school,Upper middle class,Ciudad de México,Cuauhtémoc 09015,20dec2018,Good,,,28.0,600.0,Stranger,24.0,30.0,29.0
R_2CU5flBQZmgrQKv,20/02/19 14:43,20/02/19 14:43,25,,,,,,,,,,,,,,,
R_2CV3rYcaow5sUNy,27/02/19 10:10,27/02/19 10:15,20,Men,Graduate,Middle class,Ciudad de México,,,Good,,,1.0,250.0,Stranger,15.0,1000.0,
R_2CVAFaEvVb3G6DH,26/02/19 15:50,26/02/19 15:59,23,Men,Middle school,Middle class,Quintana Roo,Benito Juárez 23005,10-feb-19,Good,,,10.0,100.0,Stranger,18.0,15.0,200.0
R_2CVTL8yAab4BU9P,19/02/19 17:45,19/02/19 17:51,28,Men,Bachelor,Upper middle class,Jalisco,Zapopan 14120,06-feb-19,Good,,,50.0,100.0,Stranger,24.0,30.0,50.0
R_2CVYayNhGObyQfa,19/02/19 15:41,19/02/19 17:27,24,Men,Bachelor,Middle class,,,,,,,,,,,,
R_2Cd34S9RwbOX6KD,26/02/19 16:59,26/02/19 17:03,18,Men,High school,Lower middle class,,,,Bad,4.0,15.0,,,Stranger,,,
R_2CdlwSpZc5MYsvA,26/02/19 19:30,26/02/19 19:34,22,Men,High school,Middle class,México,Metepec 15054,26-feb-19,Good,,,4.0,60.0,Acquaintance,16.0,15.0,5.0
R_2CdoUnvdWFELkh2,19/02/19 14:17,19/02/19 14:21,22,Men,Bachelor,Middle class,Ciudad de México,Tlalpan 09012,16-feb-19,Good,,,14.0,400.0,Acquaintance,16.0,8.0,14.0
R_2CeyKDvJAan0YXU,10/04/19 12:14,10/04/19 14:06,29,,,,,,,,,,,,,,,
R_2CfaJyJXu4F3lCq,19/02/19 17:43,19/02/19 19:14,11,,,,,,,,,,,,,,,
R_2Ck9DU1V5oTYKt8,28/03/19 01:07,28/03/19 01:17,18,Men,High school,Upper class,Ciudad de México,Cuajimalpa de Morelos 09004,27-mar-19,Good,,,10.0,1000.0,Acquaintance,15.0,7.0,10.0
R_2CksX2rg5gg5OFT,28/06/19 15:46,28/06/19 15:50,39,Men,Bachelor,Middle class,Hidalgo,Tulancingo de Bravo 13077,23-jun-19,Bad,4.0,500.0,,,Family,19.0,15.0,4.0
R_2ClAWM9t0YUf4yc,23/02/19 15:59,23/02/19 16:11,30,Men,Bachelor,Lower middle class,Ciudad de México,Álvaro Obregón 09010,18-feb-19,Good,,,8.0,40.0,Stranger,16.0,7.0,7.0
R_2ClTw5dQf1pd2mI,02/07/19 16:04,02/07/19 16:08,32,Men,Bachelor,Upper middle class,Sinaloa,Culiacán 25006,13-jun-19,Good,,,8.0,850.0,Stranger,17.0,20.0,8.0
R_2CpnoLi44YWuUdq,02/07/19 04:46,02/07/19 04:55,20,Women,High school,Middle class,Oaxaca,,01-jul-19,Good,,,5.0,150.0,Acquaintance,18.0,20.0,3.0
R_2CqVW7ISjrQPcMB,21/03/19 17:26,21/03/19 17:28,32,Men,High school,Lower middle class,Ciudad de México,Cuauhtémoc 09015,01-feb-19,Good,,,10.0,100.0,Stranger,15.0,180.0,29.0
R_2CrEPngpMrl4lCk,15/06/19 19:55,15/06/19 19:57,34,Men,Bachelor,Middle class,Aguascalientes,Aguascalientes 01001,,,,,,,,,,
R_2CrJeWhSdGYLJ29,19/02/19 19:17,19/02/19 19:20,28,Men,Bachelor,Middle class,México,Chalco 15025,02-feb-19,Bad,10.0,50.0,,,Stranger,26.0,200.0,10.0
R_2CvocVIqbAeenMj,07/05/19 18:32,07/05/19 18:47,18,Men,High school,Upper middle class,Tlaxcala,Apizaco 29005,02apr2019,Good,,,26.5,200.0,Acquaintance,15.0,60.0,10.0
R_2Cy0Fp380r1y5ny,28/06/19 20:56,28/06/19 21:03,33,Men,Bachelor,Middle class,Quintana Roo,Benito Juárez 23005,02-may-19,Good,,,28.0,1500.0,Acquaintance,24.0,30.0,28.0
R_2D1hvub8GMz8YRG,19/02/19 16:48,19/02/19 16:50,31,Men,Bachelor,Lower middle class,Querétaro,Querétaro 22014,04-feb-19,Bad,50.0,150.0,,,Stranger,31.0,365.0,30.0
R_2D1rMy72jKdDGPg,27/03/19 20:57,27/03/19 21:01,20,Men,High school,Middle class,México,Huixquilucan 15037,10-mar-19,Bad,10.0,100.0,,,Acquaintance,17.0,15.0,10.0
R_2D66IRF1cWdUsLc,20/02/19 01:36,20/02/19 02:01,21,Men,High school,Lower middle class,México,Nezahualcóyotl 15058,04-sep-18,Good,,,28.0,1200.0,Acquaintance,17.0,30.0,28.0
R_2D6PGpnNdX3WiWY,19/02/19 17:48,19/02/19 17:52,22,Women,Bachelor,Middle class,Puebla,Puebla 21114,09dec2018,Good,,,18.0,200.0,Acquaintance,14.0,46.0,18.0
R_2D6TSrZ20V6f3ln,04/09/19 08:56,04/09/19 08:58,20,Men,High school,Middle class,Tamaulipas,Victoria 28041,24-jul-19,Good,,,28.3495,500.0,Acquaintance,17.0,10.0,2.0
R_2DNzb0tsr60aJ1p,22/03/19 17:28,22/03/19 17:30,26,Men,Bachelor,Middle class,,,,,,,,,,,,
R_2DOclsUa1UnFOGJ,05/04/19 20:16,05/04/19 20:20,27,Men,Bachelor,Middle class,Tabasco,Centro 27004,05apr2019,Good,,,28.0,800.0,Acquaintance,22.0,20.0,14.0
R_2DP2SWGMW4uQctb,21/03/19 18:51,21/03/19 18:59,24,Men,Bachelor,Middle class,Ciudad de México,Azcapotzalco 09002,18-mar-19,Good,,,28.0,170.0,Acquaintance,19.0,15.0,28.0
R_2DUD7YNCUli1Apg,21/03/19 19:14,21/03/19 19:16,22,Women,Bachelor,Lower middle class,México,Cuautitlán Izcalli 15121,15-mar-19,Good,,,5.0,250.0,Acquaintance,19.0,30.0,5.0
R_2DULSN3bqkbr0VO,20/02/19 01:12,20/02/19 01:13,35,Men,Bachelor,Middle class,,,,,,,,,,,,
R_2DYt2J40Q0uiAb8,21/03/19 18:54,21/03/19 18:59,34,Men,Bachelor,Lower middle class,Guanajuato,León 11020,20-nov-18,Good,,,28.0,600.0,Acquaintance,22.0,180.0,28.0
R_2E10ZvAoKmzK2wo,22/03/19 14:42,22/03/19 14:44,21,Women,High school,Upper middle class,Yucatán,Mérida 31050,16-mar-19,Good,,,3.0,300.0,Acquaintance,17.0,3.0,3.0
R_2E3FDnjSQracEoc,11/04/19 22:52,11/04/19 22:59,39,Women,Bachelor,Middle class,Michoacán,Morelia 16053,04-feb-19,Good,,,10.0,1200.0,Stranger,38.0,90.0,10.0
R_2E50vrhgcOjVY5X,21/03/19 19:08,21/03/19 19:12,19,Women,High school,Middle class,Ciudad de México,Cuauhtémoc 09015,01-mar-19,Bad,5.0,80.0,,,Friend,15.0,15.0,10.0
R_2E5b42PCESZfyuK,20/02/19 17:13,20/02/19 17:22,37,Men,Bachelor,Lower middle class,Tamaulipas,Tampico 28038,18-feb-19,Good,,,10.0,110.0,Stranger,22.0,1.0,10.0
R_2E64sNhfOr4dhpy,19/02/19 17:45,19/02/19 17:51,23,Men,Bachelor,Middle class,Tabasco,Centro 27004,17-feb-19,Good,,,14.0,400.0,Stranger,15.0,15.0,7.0
R_2E9OcAUXPA1QIQC,10/04/19 22:36,10/04/19 22:38,27,Men,Graduate,Middle class,Nuevo León,Guadalupe 19026,01apr2019,Good,,,28.0,3600.0,Acquaintance,20.0,30.0,14.0
R_2EAhNc8QkC3hUff,02/07/19 12:30,02/07/19 12:33,28,Men,Bachelor,Upper middle class,Ciudad de México,Gustavo A. Madero 09005,10-jun-19,Good,,,8.0,500.0,Friend,27.0,60.0,8.0
R_2EAzqOtMMlUtdK8,29/03/19 06:21,29/03/19 06:24,40,Men,Bachelor,Upper middle class,Tamaulipas,Reynosa 28032,01-mar-19,Good,,,29.0,100.0,Stranger,5.0,30.0,30.0
R_2EBoJALbwlEAJqo,23/03/19 16:00,23/03/19 16:05,19,Men,High school,Upper middle class,Guanajuato,León 11020,20dec2018,Good,,,3.0,90.0,Acquaintance,16.0,15.0,15.0
R_2EEQYHtGGsq2nv3,27/03/19 11:32,27/03/19 11:34,28,Men,Bachelor,Middle class,Morelos,Cuernavaca 17007,20-mar-19,Good,,,5.0,500.0,Friend,20.0,30.0,800.0
R_2EFYwnfxdzifszM,28/07/19 10:19,28/07/19 10:22,25,Men,High school,Lower middle class,México,Nextlalpan 15059,10-jul-19,Good,,,25.0,600.0,Stranger,18.0,50.0,25.0
R_2EFylKxedqvIvLj,13/03/19 12:27,13/03/19 12:39,27,Men,Bachelor,Middle class,Hidalgo,Pachuca de Soto 13048,12-mar-19,Good,,,8.0,100.0,Stranger,16.0,20.0,10.0
R_2EGhO3uB89aEYLB,19/02/19 18:08,19/02/19 18:13,19,Women,Middle school,Lower middle class,Baja California,Ensenada 02001,17-feb-19,Bad,10.0,250.0,,,Stranger,17.0,30.0,3.0
R_2EH2E5JxGeE2AWc,22/03/19 00:48,22/03/19 00:50,32,Men,Bachelor,Upper middle class,Nuevo León,Monterrey 19039,,,,,,,,,,
R_2EHrZzQVqRK7vjc,30/08/19 20:28,30/08/19 20:33,37,Men,Middle school,Lower middle class,Guanajuato,León 11020,20aug2019,Good,,,1.0,100.0,Stranger,16.0,5.0,10.0
R_2EahnePzaplGkQZ,21/03/19 23:10,21/03/19 23:13,20,Women,High school,Lower middle class,Ciudad de México,Cuauhtémoc 09015,07-mar-19,Good,,,6.0,120.0,Friend,19.0,20.0,14.0
R_2EbBryMUopUA8QC,01/07/19 13:54,01/07/19 14:00,21,Women,Bachelor,Upper middle class,Coahuila,Saltillo 05030,28-jun-19,Good,,,8.5,100.0,Acquaintance,15.0,3.0,7.0
R_2EgSKLBUqVqgG3Y,19/02/19 18:34,19/02/19 18:37,21,Men,Bachelor,Middle class,México,Cuautitlán Izcalli 15121,06-feb-19,Good,,,50.0,300.0,Friend,19.0,15.0,20.0
R_2EgzZY0mAwdiX1f,21/02/19 11:25,21/02/19 11:29,24,Men,High school,Middle class,Guanajuato,Celaya 11007,20-feb-19,Good,,,32.0,900.0,Friend,17.0,8.0,32.0
R_2Eib5K1W6cpUOup,22/03/19 21:55,22/03/19 21:56,35,Other,Graduate,Upper class,Ciudad de México,Cuauhtémoc 09015,,,,,,,,,,
R_2EitetYPms1ilJy,19/04/19 13:38,19/04/19 13:40,40,Men,High school,Middle class,Puebla,Tecamachalco 21154,,Good,,,,,,,,
R_2EoW49k5X3r0PRG,24/04/19 16:10,24/04/19 16:17,28,Men,Bachelor,Upper middle class,Nayarit,Bahía de Banderas 18020,19apr2019,Bad,28.0,800.0,,,Acquaintance,23.0,30.0,28.0
R_2Es2U91xzuAbjMo,30/08/19 18:42,30/08/19 18:49,25,Men,Bachelor,Middle class,Nuevo León,Guadalupe 19026,07aug2019,Good,,,,,Acquaintance,,,
R_2EtJ6QAlvxBEN5l,22/02/19 14:44,22/02/19 14:46,29,Men,Bachelor,Middle class,Quintana Roo,Solidaridad 23008,16-feb-19,Good,,,14.0,500.0,Acquaintance,16.0,15.0,14.0
R_2EtOUODOP5QnAtu,31/08/19 09:24,31/08/19 09:27,30,Men,Bachelor,Middle class,Yucatán,Mérida 31050,30aug2019,Bad,10.0,100.0,,,Stranger,26.0,10.0,10.0
R_2EyJS3gBRIuBp4c,22/03/19 11:37,22/03/19 11:44,29,Men,Bachelor,Middle class,Hidalgo,Tulancingo de Bravo 13077,05jan2019,Good,,,28.0,200.0,Stranger,22.0,90.0,10.0
R_2OGEer9bw2VlG4k,29/03/19 00:58,29/03/19 01:00,21,Men,Bachelor,Upper middle class,Baja California,Tijuana 02004,,Good,,,14.0,500.0,Acquaintance,15.0,1.0,14.0
R_2OGyc4OTNemMUhU,20/02/19 10:51,20/02/19 10:55,28,Men,Bachelor,Middle class,Ciudad de México,Cuauhtémoc 09015,05jan2019,Good,,,27.0,500.0,Acquaintance,19.0,45.0,27.0
R_2OI8gx871ZFpbTY,02/07/19 00:00,02/07/19 00:04,30,Men,Graduate,Upper middle class,Jalisco,Zapopan 14120,11apr2019,Good,,,5.0,3400.0,Stranger,17.0,30.0,3.0
R_2OIoJvbDAvQrFha,23/02/19 23:39,23/02/19 23:49,38,Men,Bachelor,Middle class,Yucatán,Mérida 31050,,Good,,,28.0,500.0,Acquaintance,34.0,400.0,5.0
R_2OJQVaWXXd5RgSe,21/03/19 19:13,21/03/19 19:15,17,,,,,,,,,,,,,,,
R_2OJRbe9frOpU9nk,20/02/19 00:56,20/02/19 01:00,38,Women,Bachelor,Middle class,Nuevo León,San Pedro Garza García 19019,15-feb-19,Good,,,14.0,2000.0,,,,
R_2OJvL9xNjWFKfDi,22/08/19 17:36,22/08/19 17:41,33,Men,Bachelor,Middle class,Ciudad de México,Benito Juárez 09014,01aug2019,Good,,,28.3,1300.0,Acquaintance,16.0,15.0,28.3
R_2OJzY5S3r1CaMro,02/07/19 11:54,02/07/19 12:02,21,Men,High school,Middle class,Tamaulipas,Tampico 28038,31-may-19,Good,,,10.0,120.0,Stranger,17.0,30.0,10.0
R_2OOnhVXn0S6vfCr,26/02/19 17:42,26/02/19 17:45,27,Men,Graduate,Upper middle class,Querétaro,Querétaro 22014,,Good,,,1.0,300.0,Stranger,17.0,3.0,5.0
R_2OOoH5ioF5a6Lrv,02/09/19 14:57,02/09/19 14:58,34,Men,Bachelor,Lower middle class,Jalisco,Guadalajara 14039,,,,,,,,,,
R_2OOodpssMccG12W,01/07/19 20:11,01/07/19 20:12,28,Men,Graduate,Middle class,,,,,,,,,,,,
R_2OSCAUCfSE8dztl,22/05/19 19:14,22/05/19 19:17,18,Men,High school,Upper middle class,Veracruz,Orizaba 30118,21-may-19,Good,,,5.0,200.0,Stranger,18.0,20.0,5.0
R_2OUBr5ojJVWy8BP,21/03/19 20:35,21/03/19 20:37,16,,,,,,,,,,,,,,,
R_2OUYOBgVqWhD8X3,19/02/19 21:45,19/02/19 21:47,22,Women,High school,Lower middle class,Ciudad de México,Cuauhtémoc 09015,27jan2018,Bad,1.0,50.0,,,Stranger,20.0,,
R_2OVLu8kaS0smFTc,02/07/19 04:16,02/07/19 04:19,20,Women,High school,Lower middle class,Ciudad de México,Benito Juárez 09014,02apr2019,Good,,,1000.0,200.0,Stranger,16.0,150.0,1000.0
R_2OVdfptcFsZasIp,01/07/19 19:34,01/07/19 19:38,25,Men,Bachelor,Middle class,Puebla,Puebla 21114,27-jun-19,Bad,12.0,500.0,,,Stranger,17.0,21.0,14.0
